game_id,season,week,gameday,weekday,gametime,away_team,home_team,location,away_rest,home_rest,div_game,roof,surface,stadium_id,stadium
2026_15_DET_MIN,2026,15,2026-12-20,Sunday,20:20,DET,MIN,Home,7,10,1,dome,sportturf,MIN01,U.S. Bank Stadium
2026_15_IND_TEN,2026,15,2026-12-20,Sunday,13:00,IND,TEN,Home,7,7,1,outdoors,grass,NAS00,Nissan Stadium
2026_15_JAX_HOU,2026,15,2026-12-20,Sunday,13:00,JAX,HOU,Home,6,7,1,,astroturf,HOU00,Reliant Stadium
2026_15_MIA_GB,2026,15,2026-12-20,Sunday,13:00,MIA,GB,Home,7,7,0,outdoors,grass,GNB00,Lambeau Field
2026_15_NO_TB,2026,15,2026-12-20,Sunday,13:00,NO,TB,Home,7,7,1,outdoors,grass,TAM00,Raymond James Stadium
2026_15_NYJ_ARI,2026,15,2026-12-20,Sunday,16:05,NYJ,ARI,Home,7,14,0,,grass,PHO00,State Farm Stadium
2026_15_NE_KC,2026,15,2026-12-21,Monday,20:15,NE,KC,Home,11,8,0,outdoors,grass,KAN00,GEHA Field at Arrowhead Stadium
2026_16_HOU_PHI,2026,16,2026-12-24,Thursday,20:15,HOU,PHI,Home,4,5,0,outdoors,grass,PHI00,Lincoln Financial Field
2026_16_BUF_DEN,2026,16,2026-12-25,Friday,16:30,BUF,DEN,Home,6,5,0,outdoors,grass,DEN00,Empower Field at Mile High
2026_16_GB_CHI,2026,16,2026-12-25,Friday,13:00,GB,CHI,Home,5,6,1,outdoors,grass,CHI98,Soldier Field
2026_16_LA_SEA,2026,16,2026-12-25,Friday,20:15,LA,SEA,Home,5,6,1,outdoors,fieldturf,SEA00,Lumen Field
2026_16_ARI_NO,2026,16,2026-12-27,Sunday,13:00,ARI,NO,Home,7,7,0,dome,sportturf,NOR00,Caesars Superdome
2026_16_CAR_PIT,2026,16,2026-12-27,Sunday,13:00,CAR,PIT,Home,7,7,0,outdoors,grass,PIT00,Acrisure Stadium
2026_16_CIN_IND,2026,16,2026-12-27,Sunday,13:00,CIN,IND,Home,7,7,0,,fieldturf,IND00,Lucas Oil Stadium
2026_16_CLE_BAL,2026,16,2026-12-27,Sunday,13:00,CLE,BAL,Home,7,7,1,outdoors,grass,BAL00,M&T Bank Stadium
2026_16_JAX_DAL,2026,16,2026-12-27,Sunday,20:20,JAX,DAL,Home,7,7,0,,matrixturf,DAL00,AT&T Stadium
2026_16_LAC_MIA,2026,16,2026-12-27,Sunday,13:00,LAC,MIA,Home,10,7,0,outdoors,grass,MIA00,Hard Rock Stadium
2026_16_NE_NYJ,2026,16,2026-12-27,Sunday,13:00,NE,NYJ,Home,6,7,1,outdoors,fieldturf,NYC01,MetLife Stadium
2026_16_SF_KC,2026,16,2026-12-27,Sunday,16:25,SF,KC,Home,10,6,0,outdoors,grass,KAN00,GEHA Field at Arrowhead Stadium
2026_16_TB_ATL,2026,16,2026-12-27,Sunday,13:00,TB,ATL,Home,7,7,1,,fieldturf,ATL97,Mercedes-Benz Stadium
2026_16_TEN_LV,2026,16,2026-12-27,Sunday,16:05,TEN,LV,Home,7,7,0,dome,grass,VEG00,Allegiant Stadium
2026_16_WAS_MIN,2026,16,2026-12-27,Sunday,13:00,WAS,MIN,Home,7,7,0,dome,sportturf,MIN01,U.S. Bank Stadium
2026_16_NYG_DET,2026,16,2026-12-28,Monday,20:15,NYG,DET,Home,8,8,0,dome,fieldturf,DET00,Ford Field
2026_17_BAL_CIN,2026,17,2026-12-31,Thursday,20:15,BAL,CIN,Home,4,4,1,outdoors,fieldturf,CIN00,Paycor Stadium
2026_17_BUF_MIA,2026,17,2027-01-03,Sunday,13:00,BUF,MIA,Home,9,7,1,outdoors,grass,MIA00,Hard Rock Stadium
2026_17_DEN_NE,2026,17,2027-01-03,Sunday,13:00,DEN,NE,Home,9,7,0,outdoors,fieldturf,BOS00,Gillette Stadium
2026_17_DET_CHI,2026,17,2027-01-03,Sunday,16:25,DET,CHI,Home,6,9,1,outdoors,grass,CHI98,Soldier Field
2026_17_IND_CLE,2026,17,2027-01-03,Sunday,13:00,IND,CLE,Home,7,7,0,outdoors,grass,CLE00,Huntington Bank Field
2026_17_KC_LAC,2026,17,2027-01-03,Sunday,13:00,KC,LAC,Home,7,7,1,dome,matrixturf,LAX01,SoFi Stadium
2026_17_LA_TB,2026,17,2027-01-03,Sunday,13:00,LA,TB,Home,9,7,0,outdoors,grass,TAM00,Raymond James Stadium
2026_17_LV_ARI,2026,17,2027-01-03,Sunday,16:05,LV,ARI,Home,7,7,0,,grass,PHO00,State Farm Stadium
2026_17_MIN_NYJ,2026,17,2027-01-03,Sunday,13:00,MIN,NYJ,Home,7,7,0,outdoors,fieldturf,NYC01,MetLife Stadium
2026_17_NO_ATL,2026,17,2027-01-03,Sunday,13:00,NO,ATL,Home,7,7,1,,fieldturf,ATL97,Mercedes-Benz Stadium
2026_17_NYG_DAL,2026,17,2027-01-03,Sunday,13:00,NYG,DAL,Home,6,7,1,,matrixturf,DAL00,AT&T Stadium
2026_17_PHI_SF,2026,17,2027-01-03,Sunday,20:20,PHI,SF,Home,10,7,0,outdoors,grass,SFO01,Levi's Stadium
2026_17_PIT_TEN,2026,17,2027-01-03,Sunday,13:00,PIT,TEN,Home,7,7,0,outdoors,grass,NAS00,Nissan Stadium
2026_17_SEA_CAR,2026,17,2027-01-03,Sunday,13:00,SEA,CAR,Home,9,7,0,outdoors,grass,CAR00,Bank of America Stadium
2026_17_WAS_JAX,2026,17,2027-01-03,Sunday,13:00,WAS,JAX,Home,7,7,0,outdoors,grass,JAX00,EverBank Stadium
2026_17_HOU_GB,2026,17,2027-01-04,Monday,20:15,HOU,GB,Home,11,10,0,outdoors,grass,GNB00,Lambeau Field
2026_18_ATL_CAR,2026,18,2027-01-10,Sunday,13:00,ATL,CAR,Home,7,7,1,outdoors,grass,CAR00,Bank of America Stadium
2026_18_CHI_MIN,2026,18,2027-01-10,Sunday,13:00,CHI,MIN,Home,7,7,1,dome,sportturf,MIN01,U.S. Bank Stadium
2026_18_CLE_CIN,2026,18,2027-01-10,Sunday,13:00,CLE,CIN,Home,7,10,1,outdoors,fieldturf,CIN00,Paycor Stadium
2026_18_DAL_WAS,2026,18,2027-01-10,Sunday,13:00,DAL,WAS,Home,7,7,1,outdoors,grass,WAS00,Northwest Stadium
2026_18_DET_GB,2026,18,2027-01-10,Sunday,13:00,DET,GB,Home,7,6,1,outdoors,grass,GNB00,Lambeau Field
2026_18_JAX_IND,2026,18,2027-01-10,Sunday,13:00,JAX,IND,Home,7,7,1,,fieldturf,IND00,Lucas Oil Stadium
2026_18_LAC_DEN,2026,18,2027-01-10,Sunday,13:00,LAC,DEN,Home,7,7,1,outdoors,grass,DEN00,Empower Field at Mile High
2026_18_LV_KC,2026,18,2027-01-10,Sunday,13:00,LV,KC,Home,7,7,1,outdoors,grass,KAN00,GEHA Field at Arrowhead Stadium
2026_18_MIA_NE,2026,18,2027-01-10,Sunday,13:00,MIA,NE,Home,7,7,1,outdoors,fieldturf,BOS00,Gillette Stadium
2026_18_NYJ_BUF,2026,18,2027-01-10,Sunday,13:00,NYJ,BUF,Home,7,7,1,outdoors,a_turf,BUF00,Highmark Stadium
2026_18_PHI_NYG,2026,18,2027-01-10,Sunday,13:00,PHI,NYG,Home,7,7,1,outdoors,fieldturf,NYC01,MetLife Stadium
2026_18_PIT_BAL,2026,18,2027-01-10,Sunday,13:00,PIT,BAL,Home,7,10,1,outdoors,grass,BAL00,M&T Bank Stadium
2026_18_SEA_LA,2026,18,2027-01-10,Sunday,13:00,SEA,LA,Home,7,7,1,dome,matrixturf,LAX01,SoFi Stadium
2026_18_SF_ARI,2026,18,2027-01-10,Sunday,13:00,SF,ARI,Home,7,7,1,,grass,PHO00,State Farm Stadium
2026_18_TB_NO,2026,18,2027-01-10,Sunday,13:00,TB,NO,Home,7,7,1,dome,sportturf,NOR00,Caesars Superdome
2026_18_TEN_HOU,2026,18,2027-01-10,Sunday,13:00,TEN,HOU,Home,7,6,1,,astroturf,HOU00,Reliant Stadium
