player_id,position,attempts,carries,completions,interceptions,passing_tds,passing_yards,rushing_tds,rushing_yards,display_name,team,depth_rank,projected_games,fantasy_pts,fantasy_pts_season,rank
00-0034857,QB,23.963468580332346,6.089131560753759,14.433328092652957,0.5015051461200096,1.3594063925709845,175.0703750810329,0.5665595214949763,34.23574737486391,Josh Allen,BUF,1.0,17.0,18.260362147741485,310.42615651160526,1
00-0039851,QB,28.036820802314214,5.01393504386697,19.019618230465305,0.598122292049392,1.56344477700341,205.23507658066967,0.2165582433448286,28.92223032141193,Drake Maye,NE,1.0,17.0,17.458510079351807,296.7946713489807,2
00-0036355,QB,27.84382800681383,4.5597396963381165,18.841956708746235,0.524975661351941,1.6706296804088296,188.6288933640821,0.2924659152792569,22.40624614495683,Justin Herbert,LAC,1.0,17.0,17.173143239665947,291.9434350743211,3
00-0036971,QB,26.839694717304216,3.871564184360902,17.97072659356486,0.5291875388106938,1.610381683038253,186.07346912112612,0.2975997285789055,18.78970102917523,Trevor Lawrence,JAX,1.0,17.0,16.490658893767627,280.34120119404963,4
00-0039732,QB,27.994518570940052,4.040699263198057,18.996735122978816,0.5727948121253381,1.616233432609742,191.959911614131,0.2037408006315235,18.54685639244647,Bo Nix,DEN,1.0,17.0,16.07487101378732,273.27280723438446,5
00-0033077,QB,27.750593463280733,2.8175673092169427,18.635700471416705,0.5437913901744699,1.665035607796844,204.60090202738462,0.09245879429666,12.302359188588548,Dak Prescott,DAL,1.0,17.0,15.541584416572636,264.2069350817348,6
00-0039918,QB,26.917631604978073,3.93038776895004,17.315790469668016,0.5130403561702384,1.4860087732126763,188.33996239510293,0.1274095600400328,19.137837163647816,Caleb Williams,CHI,1.0,17.0,15.129793952919323,257.2064971996285,7
00-0040691,QB,22.87412837349367,6.909550971029029,12.620389043200717,0.4626900991246739,0.8003968992242273,157.44976987890516,0.4656261314942325,37.52810019467572,Jaxson Dart,NYG,1.0,17.0,15.120765002236734,257.0530050380245,8
00-0036389,QB,22.326895386453828,4.309725888921528,13.801385946157625,0.4754874064410451,1.3269388372794115,154.27186612404947,0.3757540566584442,19.43939246099003,Jalen Hurts,PHI,1.0,17.0,14.726118767247202,250.34401904320245,9
00-0033873,QB,23.570619421428894,4.563030519281061,15.160143265038819,0.48809324559932954,1.4142371652857335,157.42101611311094,0.1903404248771213,25.55235837289885,Patrick Mahomes,KC,1.0,17.0,14.674881201021325,249.47298041736252,10
